;AAPL;APH;CMI;CMS;CNP;COF;DHI;ECL;EMN;EQT;EXC;GM;HRB;IR;JPM;LOW;M;MCHP;NOV;NTRS;O;SBUX;SWK;UNP
0;-0.05721372446688844;-0.008366369235791704;0.0286621719149045;-0.02446714002992234;-0.0429921596397973;0.0741029594116267;0.057510161088295986;0.0020925644065343807;0.05490891168813783;0.06006889068370014;-0.006609630392222399;0.04096137191468263;0.1740147791347182;-0.05756632246753757;0.11259858118812782;-0.015741691825596038;0.005705202732203096;-0.07346915752922845;0.009727829358946671;0.1117337804985048;0.008313779114420328;-0.08332012246880371;0.02672650437300228;-0.012601820092662197
1;0.03270313235585087;0.0379299138528435;0.03501380028744605;-0.00021626962184284615;0.029583389706396623;0.04308867502149405;0.03239775890962915;-0.00813586903792296;-0.009882071637940526;0.08721618551135668;0.06293337875379557;0.03006023498539112;-0.013264244807391412;0.062470988921015325;0.009901199264575;0.003897238865312902;0.02194475378796157;0.03705651397923648;-0.006982737197746447;-0.09978378376258601;0.03786703611390774;-0.07425818048003074;-0.0002843460554009525;-0.05463241850713685
2;0.10700005681810665;0.05638226833254545;-0.04410918558096255;0.05728934530360785;0.060589982163839595;-0.07190407789859954;0.01566449310390583;0.012379742260550941;0.03655601006367104;-0.02088186022642169;-0.0035991861172092188;0.015563987468267149;-0.1232787825535755;0.023083699587600925;-0.009912738512003139;-0.045349129557315626;-0.12547349384358242;0.0891422482406623;-0.06236618210590583;0.016132984512831516;0.012519510040902793;0.02088992939694312;0.028186833935944122;0.028679973383173074
3;-0.06024412770078014;0.048135546498359716;0.05427270490765279;-0.045735498753640025;-0.013841948929615877;0.06343408029463538;0.10456431992870296;-0.032452129093527016;0.05606003734451992;0.046518673065240046;-0.00528102818951437;0.11635178597285356;-0.000529315264673591;0.1715622672660546;0.050830628579992876;0.08187872749690794;0.06838343693486348;0.0343318777851509;0.16670578654643453;0.03875730709285574;-0.002771764231662144;-0.02096226329591777;0.04840282086666958;0.10132950633378202
4;0.09680768526486361;0.02788275474297075;0.05266932367334776;0.04425728080035318;0.012667004921322444;0.08882594891483464;0.10718749996749932;0.015939565433645164;0.003536104312013233;-0.04138554690207685;0.06742758502653601;0.06438833924798448;-0.0657099664302706;0.04832854663861097;0.05955507221831002;0.005250818965104598;-0.14023828733803145;0.05591458828945606;-0.04310086082486242;0.017295306118406018;-0.05786249169175339;0.02103886651422271;0.07008037994595084;-0.0015520947313151234
5;0.020278029035834644;0.04126439587040931;-0.047429426553839193;0.03882753494759972;0.02369711714169087;0.002598877044548198;0.1564390850620765;0.04025729833833225;0.01717877050084793;-0.046566026270029814;0.04545106752466155;0.002559163333801129;0.058205517814889696;0.12339698737302318;0.038862880343428774;0.04277668168739868;0.26865695452093363;-0.07872130231961949;-0.01871895441686644;0.050041274657157686;0.0343240592486731;0.05992530094419668;0.053977099586872246;0.09864468489272937
6;-0.015245791268721054;-0.028729923425348636;0.05519697087620279;-0.052104006455936824;-0.054981707067152774;0.08239126200726532;0.0013724019519687491;-0.009798736644737849;0.009132019965195415;-0.04496654861935545;-0.05514252589972102;-0.0400811241500898;0.01079403931573819;0.04689903644346072;0.023153706947002917;0.11478947120326444;0.07412241984136769;0.010231208679726933;0.07526517742168748;0.021578978582521335;0.0349628375775608;-0.006745088960187551;0.000353659093857317;0.060079128266869786
7;-0.010636484161686388;0.056605574201569864;0.06431144195611238;-0.05391153307354102;-0.006346851379297358;0.04398464166424776;-0.03955367865986148;0.026084663754128767;0.0705960457464121;-0.04620517372901911;-0.022836918593815203;0.03464282809508101;0.01220438020592085;0.019157100672080984;0.08726908349970208;0.13118609989523122;0.030170517088421223;0.08352299182278844;0.018323217051233964;0.05506066742105409;-0.06325895506982082;-0.010795738431925495;-0.02039034230670478;-0.004474346712399546
8;0.06818502632201806;-0.014875529151529121;-0.099630603447596;-0.04341374802062958;-0.030026666662111068;-0.05388051666214555;-0.1433866073945651;-0.05251334755995141;0.019157151993012267;-0.0727275772557675;-0.02912150751762188;-0.07215304872072614;-0.04559136505199035;-0.07432055711673313;-0.0014697706968440638;-0.14456209605332027;0.13333314060991186;-0.06197537748670379;-0.043348111321562244;0.004554476048404643;-0.07127039007359959;0.010556326272597838;-0.04235108945754362;-0.019185851179313818
9;-0.05805081996087924;-0.05560391690157496;-0.036153925658743535;0.06690251805186209;0.012938989314612126;-0.021546117186422742;0.04630080964155714;0.0538766734939391;0.049895971543331585;-0.055655154539732576;0.053185519920674995;-0.06709951568562311;0.011928941176187813;-0.04154932869761929;-0.0478788061416372;-0.020537968409997887;0.02420364215664117;0.027324761716896573;0.050421510713160256;-0.02206429091713602;0.05634029628671011;0.013835444386308016;-0.03374125989109111;0.032092579564614754
10;-0.015019609000978207;-0.02809704561186277;-0.013757437888195279;0.04195178270079958;-0.07554737300860137;-0.05426809921674269;0.006843235323883201;0.05617590603388489;-0.03315020315723938;0.056409372799819835;0.017175246161036162;0.011007085747649192;0.0881546019561219;0.03096464352737316;-0.005804957478437567;-0.05603853905250711;0.044720823979030655;-0.08428181200040286;0.05052985987503922;0.03510139630009901;-0.01939086638227505;-0.005527558822388423;-0.0757833804548601;-0.0059512518983809715
11;0.13512399968927702;0.038466105142204166;-0.10269907331474493;-0.014937064315590609;0.04270617183639125;0.041794990306130986;-0.040976973235659964;-0.014920369465420302;0.02184538911857903;0.02749920007176243;0.05202567797820379;0.1622210410136007;-0.007233392262116944;0.03920339940816642;-0.016271185744476502;0.1526142768167278;0.12359245120475593;0.1685524549646551;0.07111437775590268;-0.039625369691106194;0.05957473574172356;-0.01048584624762905;-0.016597120605725824;0.07376457679070714
12;-0.009418218722007321;0.005065464211672088;-0.06594553879628617;0.024929719510530912;0.060467115567996554;-0.022340433709607366;-0.028666376114674486;-0.013227311934912445;-0.03672904829614221;0.07062472183325696;0.02923399002618532;-0.06923217723520458;-0.16141779231298747;-0.10587171123964756;-0.026259731158531974;0.005894211586871867;0.08285266482678555;-0.06602977093113693;0.04904336232223483;0.007573220816630144;0.013298387283817492;-0.13799190735738087;-0.04193135954672056;-0.007565323369291166
13;0.027983252143988446;0.07297787510526965;0.07375925793082438;0.022419647180878854;0.02778756299273466;0.026333448496733913;0.065853893533806;0.002636177481899038;0.03661490898184261;-0.09967351897779786;-0.002347237383599099;-0.03781739258245209;0.10447756140677966;-0.026539424511678678;0.10916233252376917;0.04440303680376423;0.06144818770471416;0.02726758518616279;0.12027616173582034;0.06152229629614103;0.040946083623260465;0.07246667442190091;0.12544217840073246;0.05794780953612566
